27.839075, 169.537514
29.993003, 169.713325
31.653381, 169.889139
33.578014, 169.801233
35.817814, 169.713325
37.439975, 169.449608
30.600094, 167.691483
28.071981, 165.845450
27.215556, 163.999419
27.215556, 161.977575
21.453069, 155.384606
23.563986, 155.120886
25.562264, 155.384606
27.215556, 155.384606
29.535231, 155.208792
31.578536, 155.296700
33.211117, 155.912042
34.957994, 155.560417
36.527294, 154.945075
37.579414, 152.923231
37.926867, 150.198136
38.065392, 147.736761
31.952161, 158.197606
31.802892, 153.099042
31.728167, 150.989292
30.524414, 136.660572
29.764378, 138.858228
29.840644, 141.407511
31.578536, 143.429353
33.431442, 143.693072
35.173808, 143.165636
36.668419, 141.671228
36.668419, 141.671228
37.160317, 139.297761
37.230328, 136.133133
28.226969, 130.419228
29.840644, 130.507133
32.026706, 130.155508
34.741611, 130.507133
37.020097, 130.155508
38.754083, 130.507133
38.754083, 130.507133
40.647303, 130.595039
27.449789, 128.397383
27.059125, 126.199728
27.215556, 123.826258
27.916767, 121.892319
29.611669, 121.892319
30.675714, 123.738350
31.052933, 125.848103
31.578536, 127.694133
19.394067, 105.370181
18.479608, 107.128306
18.979025, 109.062242
18.979025, 109.062242
20.715014, 110.468742
22.917922, 111.084086
24.766786, 110.996181
24.766786, 110.996181
26.509906, 111.171992
27.683528, 112.666400
27.683528, 112.666400
27.683528, 112.666400
28.690589, 114.160806
28.690589, 114.160806
29.916853, 112.490586
29.916853, 112.490586
31.802892, 111.259900
33.578014, 111.347806
35.245619, 111.259900
36.738883, 111.259900
38.479394, 111.259900
40.178872, 111.084086
41.376808, 109.413867
41.902278, 107.479931
41.967658, 105.194367
17.895114, 92.272147
17.895114, 92.272147
19.476950, 93.414928
19.476950, 93.414928
21.125497, 94.821428
22.431339, 95.876303
23.483400, 97.370711
23.483400, 97.370711
24.846564, 98.865117
26.352497, 100.359522
27.605672, 98.865117
27.527758, 97.106992
27.761331, 94.909336
27.761331, 92.623772
27.761331, 89.898678
24.287028, 92.799586
29.840644, 92.887492
31.353636, 92.975397
32.842675, 93.239117
34.885931, 93.502836
36.738883, 93.678647
38.272689, 93.854461
39.639539, 94.030272
39.639539, 94.030272
41.508578, 94.469803
30.145128, 82.426647
32.026706, 82.426647
33.504758, 82.250833
35.245619, 82.250833
37.160317, 82.075022
39.300300, 82.075022
40.780542, 82.162928
32.916486, 80.316897
30.524414, 79.086208
29.916853, 76.449019
38.754083, 67.658394
38.548164, 64.230050
37.788081, 61.241236
34.524661, 59.834736
32.768800, 60.625894
31.052933, 62.384019
30.069094, 64.405864
30.600094, 66.163989
29.075375, 53.681300
30.977608, 53.593392
33.211117, 53.593392
35.389050, 53.593392
37.020097, 53.681300
38.891033, 53.945017
40.513800, 53.945017
42.032975, 51.492319
42.228517, 48.767225
42.098222, 46.217944
41.046217, 43.844475
38.959408, 43.580758
36.809286, 43.404944
35.029997, 43.756569
32.768800, 43.404944
30.600094, 43.580758
28.690589, 43.756569
42.293564, 41.822633
28.459033, 32.774714
30.372875, 32.598900
32.398517, 32.686808
34.234511, 32.950525
35.746511, 32.950525
37.509725, 32.950525
38.891033, 33.038433
40.245992, 33.390058
42.488303, 33.302150
31.802892, 30.401244
30.145128, 29.434275
28.767658, 27.676150
28.536275, 25.478492
29.305561, 23.720367
31.278550, 22.577586
33.284619, 22.313867
35.817814, 22.401775
38.548164, 22.577586
40.780542, 22.665492
42.553081, 22.665492
43.771094, 11.337358
42.747011, 13.007547
41.508578, 14.589953
38.822592, 15.632992
36.879622, 14.929742
35.029997, 14.138586
33.431442, 12.204647
32.546814, 10.446522
32.249975, 8.688397
43.516689, 9.127928
43.771094, 7.106086
43.261206, 5.260053
41.046217, 5.611678
38.822592, 5.523772
37.439975, 5.611678
35.101933, 5.611678
33.651208, 5.611678
32.175611, 5.787492
30.675714, 5.787492
29.152161, 6.227022
26.824072, 6.051211
26.824072, 6.051211
24.766786, 6.490742
22.350075, 6.578647
20.138469, 6.666553
43.133061, 2.380475
43.261206, 4.753942
43.261206, 8.533911
43.261206, 6.599975
19.725342, 18.203600
19.808053, 21.104508
20.385825, 23.477975
20.385825, 27.082133
20.385825, 23.477975
20.055931, 29.365600
20.632783, 33.145569
20.797200, 31.123725
20.961439, 35.431133
22.593725, 34.464164
25.244697, 33.321383
27.293689, 32.266508
29.458731, 31.123725
32.249975, 29.453508
34.161817, 28.574444
35.889050, 27.080039
38.272689, 25.761444
40.044439, 24.618664
41.836828, 23.475881
43.004647, 22.508911
43.004647, 22.508911
44.465150, 21.014506
31.353636, 22.333100
31.278550, 24.179131
31.578536, 26.992133
31.503628, 32.442319
31.877558, 35.343225
31.877558, 37.628789
19.559789, 45.009414
22.024547, 44.921506
24.126703, 44.745694
25.720736, 44.745694
27.605672, 44.921506
29.611669, 44.745694
32.101189, 44.569881
33.943361, 44.481975
35.817814, 44.130350
38.272689, 43.690819
40.513800, 43.778725
43.452919, 43.690819
34.161817, 46.676192
33.358061, 49.665006
34.089061, 52.653817
35.746511, 54.587756
37.579414, 55.291006
39.095964, 55.466817
41.112469, 55.466817
43.197167, 55.642631
18.895892, 60.829100
18.062311, 62.675131
17.560247, 65.312319
17.392578, 67.685789
17.392578, 69.971350
18.396231, 72.872258
20.220967, 74.015039
22.106000, 74.366664
25.165172, 74.366664
26.824072, 74.015039
26.824072, 74.015039
28.613458, 72.344819
29.382175, 70.586694
29.382175, 68.301133
29.382175, 66.455100
29.382175, 66.455100
29.458731, 63.730006
29.458731, 61.356536
28.998533, 74.806194
30.600094, 75.069914
32.694867, 75.069914
34.597042, 75.069914
36.668419, 74.630383
39.774769, 73.575508
38.203656, 74.454569
40.913514, 71.465758
41.902278, 69.268100
42.228517, 67.070444
42.358544, 65.312319
42.617792, 62.675131
42.098222, 78.937789
42.032975, 82.190322
42.163403, 84.387978
41.967658, 87.376789
42.228517, 90.013978
29.764378, 91.318547
31.128200, 91.406358
31.653381, 91.757406
35.675147, 92.812311
38.891033, 94.746250
41.902278, 97.559000
42.163403, 101.865061
36.385914, 105.996469
40.313042, 105.556814
32.990236, 106.012917
30.145128, 105.925011
30.297017, 105.468814
32.990236, 106.012917
42.098222, 107.946856
42.488303, 110.671950
42.358544, 114.188200
40.580586, 116.385858
36.527294, 116.913294
32.472694, 116.561669
30.524414, 116.023022
30.524414, 116.023022
32.472694, 116.561669
33.578014, 123.580847
37.230328, 123.580847
39.842286, 124.108286
41.574361, 124.987347
42.875964, 126.833381
42.940339, 129.382661
42.032975, 132.107756
40.245992, 134.744942
37.230328, 136.151444
34.379714, 136.327256
31.128200, 135.711911
27.449789, 136.415161
24.527136, 135.448192
22.268764, 134.569131
21.616578, 132.371475
21.371244, 129.470567
22.755922, 126.745475
25.641525, 124.811536
27.994400, 123.492942
29.993003, 123.492942
26.980828, 126.481756
28.767658, 127.624536
30.600094, 128.943131
32.546814, 130.349631
34.089061, 131.844036
35.889050, 133.250536
37.649033, 134.217506
44.339564, 142.304883
41.640078, 142.304883
39.095964, 141.777444
36.385914, 141.689539
33.063925, 141.777444
37.160317, 143.887194
35.675147, 144.942069
34.524661, 146.788100
34.016242, 149.601100
26.352497, 153.644789
23.725011, 156.018258
21.616578, 158.128008
24.686953, 158.215914
26.902478, 158.215914
29.611669, 158.215914
32.101189, 158.215914
34.379714, 158.040103
36.244272, 158.040103
38.685511, 158.128008
42.032975, 157.688478
44.465150, 157.688478
40.313042, 157.688478
44.777936, 153.556883
44.465150, 155.315008
44.465150, 159.798228
44.527842, 161.820072
44.024422, 167.446072
44.276672, 170.083261
44.087586, 173.511603
43.197167, 176.412511
40.913514, 177.203667
38.616869, 176.236697
37.788081, 173.247886
37.788081, 173.247886
37.996164, 170.346978
38.754083, 168.149322
38.754083, 168.149322
40.847061, 167.621886
44.840292, 176.764136
37.020097, 177.291575
34.379714, 177.115761
31.278550, 177.379481
28.459033, 176.852042
26.037042, 176.676231
23.322081, 176.412511
21.289375, 176.236697
40.446947, 95.626625
37.509725, 93.519017
33.797408, 92.112517
31.128200, 91.406358
29.764378, 91.318547
30.297017, 105.468814
30.372875, 105.820375
34.524661, 106.265425
38.479394, 105.737989
41.310825, 103.891958
